ID  	Xi  	Yi  	Xf  	Yf  	Time  	Length
3981  	230  	180  	253  	168  	18.43  	6.2624
3981  	230  	182  	250  	166  	19.4  	6.3094
3981  	226  	184  	248  	168  	20.37  	6.7426
3981  	226  	184  	236  	176  	21.34  	2.9976
3981  	234  	181  	236  	178  	22.31  	0.7615
3981  	234  	181  	234  	181  	23.28  	0
28968  	380  	225  	380  	225  	7.76  	0
28968  	378  	219  	386  	210  	8.73  	2.9152
28968  	381  	216  	391  	206  	9.7  	3.745
28968  	381  	216  	404  	196  	10.67  	7.3876
28968  	379  	217  	397  	202  	11.64  	5.5962
28968  	380  	222  	394  	205  	12.61  	5.6998
28968  	381  	218  	388  	212  	13.58  	2.634
28968  	381  	218  	386  	213  	14.55  	1.756
28968  	381  	219  	381  	219  	15.52  	0
98197  	376  	221  	378  	219  	13.58  	0.7956
98197  	374  	222  	384  	214  	14.55  	2.9976
98197  	378  	221  	410  	186  	15.52  	12.0549
98197  	382  	223  	422  	164  	16.49  	16.7531
98197  	383  	217  	424  	156  	17.46  	18.0488
98197  	386  	212  	430  	153  	18.43  	18.2375
98197  	384  	214  	424  	151  	19.4  	18.0958
98197  	385  	214  	422  	167  	20.37  	14.6206
98197  	379  	215  	422  	163  	21.34  	15.8021
98197  	383  	215  	422  	172  	22.31  	13.8276
98197  	382  	216  	420  	177  	23.28  	12.9142
98197  	382  	214  	409  	186  	24.25  	9.5413
98197  	379  	216  	401  	192  	25.22  	7.8323
98197  	381  	213  	400  	196  	26.19  	6.3931
98197  	386  	214  	394  	204  	27.16  	3.2307
98197  	385  	211  	386  	208  	28.13  	1.1934
98197  	386  	208  	386  	208  	29.1  	0
68217  	184  	168  	184  	168  	12.61  	0
68217  	184  	172  	184  	165  	13.58  	1.3923
68217  	184  	170  	188  	164  	14.55  	1.756
68217  	184  	172  	194  	156  	15.52  	4.5534
68217  	186  	170  	200  	153  	16.49  	5.1629
68217  	188  	173  	195  	157  	17.46  	4.1086
68217  	187  	173  	192  	167  	18.43  	1.9549
68217  	189  	175  	189  	175  	19.4  	0
47889  	158  	170  	158  	170  	16.49  	0
47889  	160  	170  	169  	157  	17.46  	3.7932
47889  	162  	166  	175  	146  	18.43  	5.6316
47889  	160  	168  	176  	144  	19.4  	6.7909
47889  	160  	167  	198  	141  	20.37  	10.2474
47889  	158  	167  	202  	137  	21.34  	13.2168
47889  	158  	168  	189  	145  	22.31  	9.1551
47889  	161  	168  	182  	150  	23.28  	6.7085
47889  	160  	168  	166  	164  	24.25  	1.8725
47889  	158  	173  	158  	173  	25.22  	0
22892  	161  	168  	161  	168  	18.43  	0
22892  	162  	170  	161  	148  	19.4  	4.4582
22892  	164  	171  	168  	138  	20.37  	7.0098
22892  	168  	173  	177  	126  	21.34  	10.6723
22892  	169  	172  	173  	140  	22.31  	7.005
22892  	172  	175  	170  	153  	23.28  	4.9512
22892  	169  	175  	168  	162  	24.25  	2.7846
22892  	170  	176  	170  	176  	25.22  	0
22604  	100  	232  	100  	232  	18.43  	0
22604  	97  	234  	84  	242  	19.4  	3.7919
22604  	98  	234  	65  	248  	20.37  	8.6492
22604  	96  	236  	48  	254  	21.34  	11.5773
22604  	100  	234  	39  	257  	22.31  	14.3978
22604  	106  	238  	36  	261  	23.28  	16.2942
22604  	101  	237  	43  	259  	24.25  	14.2438
22604  	108  	234  	44  	260  	25.22  	15.0086
22604  	103  	239  	48  	260  	26.19  	13.3461
22604  	105  	237  	50  	259  	27.16  	13.8919
22604  	112  	237  	64  	254  	28.13  	11.2721
22604  	115  	239  	104  	254  	29.1  	4.6699
97754  	97  	215  	97  	215  	12.61  	0
97754  	96  	211  	92  	209  	13.58  	0.9604
97754  	97  	209  	73  	200  	14.55  	5.8292
97754  	94  	208  	62  	201  	15.52  	7.1745
97754  	103  	221  	50  	197  	16.49  	14.2113
97754  	103  	219  	46  	192  	17.46  	14.7725
97754  	102  	218  	46  	192  	18.43  	14.4102
97754  	104  	218  	44  	194  	19.4  	14.3773
97754  	108  	218  	52  	194  	20.37  	13.8604
97754  	106  	218  	64  	198  	21.34  	10.7006
97754  	104  	220  	74  	203  	22.31  	8.3808
97754  	104  	216  	84  	206  	23.28  	5.3844
97754  	110  	220  	99  	212  	24.25  	3.1611
97754  	108  	221  	104  	218  	25.22  	1.1593
97754  	109  	219  	109  	219  	26.19  	0
9775  	142  	280  	142  	280  	10.67  	0
9775  	146  	280  	125  	278  	11.64  	4.3417
9775  	144  	280  	111  	278  	12.61  	6.845
9775  	144  	276  	106  	280  	13.58  	7.9334
9775  	143  	276  	113  	278  	14.55  	6.1318
9775  	146  	278  	123  	278  	15.52  	4.5747
9775  	149  	280  	144  	280  	16.49  	1.3923
34760  	97  	163  	94  	157  	9.7  	1.5571
34760  	98  	162  	72  	146  	10.67  	7.5156
34760  	102  	166  	59  	135  	11.64  	12.6316
34760  	103  	168  	51  	132  	12.61  	15.1798
34760  	99  	168  	56  	132  	13.58  	13.5096
34760  	99  	165  	49  	130  	14.55  	14.3889
34760  	101  	169  	45  	125  	15.52  	16.7291
34760  	104  	168  	45  	124  	16.49  	16.7685
34760  	112  	175  	52  	127  	17.46  	18.0073
34760  	92  	156  	58  	132  	18.43  	9.7987
34760  	87  	156  	61  	135  	19.4  	8.158
34760  	84  	156  	70  	143  	20.37  	4.4028
34760  	88  	155  	75  	148  	21.34  	3.36
34760  	90  	158  	75  	147  	22.31  	4.4015
34760  	95  	162  	94  	158  	23.28  	1.3923
34760  	98  	161  	98  	161  	24.25  	0
68991  	107  	162  	107  	162  	11.64  	0
68991  	109  	161  	104  	156  	12.61  	1.8371
68991  	111  	165  	92  	141  	13.58  	7.983
68991  	108  	161  	84  	130  	14.55  	10.4309
68991  	113  	167  	84  	133  	15.52  	11.6473
68991  	110  	163  	90  	136  	16.49  	8.196
68991  	110  	158  	97  	144  	17.46  	4.4382
68991  	106  	152  	96  	144  	18.43  	3.3472
68991  	102  	149  	102  	149  	19.4  	0
13971  	140  	172  	140  	172  	14.55  	0
13971  	146  	172  	143  	158  	15.52  	3.1483
13971  	146  	170  	142  	141  	16.49  	6.3307
13971  	144  	170  	144  	133  	17.46  	7.6888
13971  	148  	168  	147  	136  	18.43  	6.5637
13971  	145  	170  	145  	148  	19.4  	4.3758
13971  	146  	168  	146  	156  	20.37  	2.3868
13971  	148  	168  	148  	168  	21.34  	0
77552  	145  	168  	145  	168  	17.46  	0
77552  	146  	166  	136  	140  	18.43  	7.1404
77552  	144  	165  	134  	132  	19.4  	7.7828
77552  	148  	167  	132  	117  	20.37  	11.6584
77552  	147  	164  	136  	122  	21.34  	9.5387
77552  	143  	168  	138  	130  	22.31  	8.2032
77552  	147  	164  	144  	153  	23.28  	2.9622
77552  	146  	170  	142  	160  	24.25  	2.6681
77552  	146  	171  	146  	171  	25.22  	0

