ID  	Xi  	Yi  	Xf  	Yf  	Time  	Length
4566  	130  	202  	107  	199  	22.05  	4.8219
4566  	128  	200  	105  	191  	23.1  	6.0635
4566  	128  	200  	102  	186  	24.15  	6.9074
4566  	123  	196  	97  	184  	25.2  	6.9756
4566  	124  	198  	114  	194  	26.25  	2.6681
4566  	125  	196  	125  	196  	27.3  	0
98267  	413  	223  	413  	223  	8.4  	0
98267  	412  	223  	410  	236  	9.45  	3.2648
98267  	411  	225  	410  	238  	10.5  	3.5802
98267  	409  	223  	410  	248  	11.55  	6.1318
98267  	410  	220  	408  	272  	12.6  	12.3801
98267  	413  	224  	407  	283  	13.65  	14.4514
98267  	410  	224  	408  	277  	14.7  	12.7237
98267  	410  	225  	410  	276  	15.75  	11.4338
98267  	409  	226  	413  	269  	16.8  	9.3966
98267  	411  	223  	413  	263  	17.85  	9.3142
98267  	411  	223  	414  	258  	18.9  	8.2855
98267  	409  	225  	415  	250  	19.95  	6.0588
98267  	413  	224  	414  	245  	21  	5.0549
98267  	412  	223  	412  	238  	22.05  	2.9835
98267  	410  	224  	412  	244  	23.1  	4.4241
98267  	413  	225  	411  	237  	24.15  	2.7846
98267  	412  	225  	413  	233  	25.2  	1.7901
98267  	413  	224  	413  	224  	26.25  	0
98267  	411  	221  	411  	221  	27.3  	0
51642  	217  	280  	217  	280  	12.6  	0
51642  	217  	281  	213  	303  	13.65  	4.9384
51642  	217  	282  	211  	308  	14.7  	5.8987
51642  	217  	280  	212  	327  	15.75  	10.8371
51642  	218  	283  	218  	332  	16.8  	11.036
51642  	219  	282  	218  	349  	17.85  	14.3491
51642  	220  	282  	224  	354  	18.9  	15.8822
51642  	219  	280  	223  	356  	19.95  	18.7505
51642  	216  	285  	220  	353  	21  	15.9403
51642  	216  	284  	220  	345  	22.05  	14.1019
51642  	217  	283  	213  	333  	23.1  	11.5845
51642  	215  	283  	211  	320  	24.15  	8.0866
51642  	216  	286  	211  	312  	25.2  	5.9329
51642  	216  	288  	210  	302  	26.25  	3.4411
51642  	216  	286  	212  	291  	27.3  	1.8384
41220  	227  	289  	227  	289  	18.9  	0
41220  	227  	290  	224  	317  	19.95  	6.2483
41220  	226  	297  	237  	336  	21  	9.6437
41220  	227  	301  	238  	351  	22.05  	11.4821
41220  	226  	301  	233  	330  	23.1  	6.5778
41220  	225  	301  	232  	329  	24.15  	6.4954
41220  	227  	304  	233  	350  	25.2  	9.8767
41220  	227  	307  	237  	367  	26.25  	13.2722
41220  	223  	313  	245  	375  	27.3  	15.041
41220  	225  	312  	242  	376  	28.35  	14.6773
41220  	224  	311  	250  	381  	29.4  	17.395
41220  	226  	312  	249  	378  	30.45  	16.4205
41220  	225  	308  	233  	353  	31.5  	9.9591
41220  	224  	310  	230  	336  	32.55  	6.0153
41220  	226  	313  	227  	330  	33.6  	3.4637
41220  	226  	311  	230  	329  	34.65  	4.0263
41220  	228  	309  	228  	309  	35.7  	0
41220  	229  	326  	225  	326  	36.75  	0.7956
29983  	245  	244  	249  	248  	0  	1.4747
29983  	240  	242  	245  	246  	1.05  	1.4406
29983  	238  	240  	243  	247  	2.1  	2.0373
29983  	238  	240  	247  	245  	3.15  	2.6681
29983  	241  	240  	261  	249  	4.2  	5.302
29983  	240  	243  	267  	260  	5.25  	8.5186
29983  	238  	240  	271  	284  	6.3  	13.4511
29983  	237  	243  	269  	281  	7.35  	12.7579
29983  	239  	245  	267  	281  	8.4  	11.5172
29983  	242  	246  	269  	275  	9.45  	9.9733
29983  	245  	247  	273  	270  	10.5  	8.5127
29983  	243  	248  	272  	266  	11.55  	8.8468
29983  	246  	249  	269  	264  	12.6  	6.8591
29983  	244  	251  	264  	257  	13.65  	4.7053
29983  	244  	253  	271  	258  	14.7  	6.2965
29983  	244  	252  	294  	266  	15.75  	12.4766
29983  	247  	251  	307  	272  	16.8  	15.5766
29983  	245  	252  	305  	270  	17.85  	13.9641
29983  	252  	252  	292  	266  	18.9  	10.3228
29983  	254  	249  	282  	259  	19.95  	6.9756
29983  	252  	251  	263  	253  	21  	2.7505
29983  	251  	251  	251  	251  	22.05  	0
84288  	236  	269  	258  	284  	0  	6.1942
84288  	238  	268  	259  	282  	1.05  	5.9129
84288  	238  	267  	254  	279  	2.1  	5.1031
84288  	236  	261  	250  	279  	3.15  	5.8987
84288  	235  	260  	248  	275  	4.2  	5.1031
84288  	237  	260  	250  	273  	5.25  	4.7148
84288  	235  	260  	252  	279  	6.3  	6.3448
84288  	234  	260  	259  	285  	7.35  	8.3138
84288  	234  	264  	277  	297  	8.4  	12.9027
84288  	236  	267  	269  	293  	9.45  	10.6182
84288  	240  	273  	266  	291  	10.5  	7.703
84288  	238  	274  	264  	290  	11.55  	8.0043
84288  	238  	270  	262  	290  	12.6  	7.8077
84288  	240  	274  	258  	286  	13.65  	4.9066
84288  	241  	276  	254  	283  	14.7  	3.5119
84288  	240  	274  	246  	281  	15.75  	2.3527
84288  	244  	279  	249  	284  	16.8  	1.8725
84288  	245  	282  	248  	284  	17.85  	0.9945
84288  	245  	283  	245  	283  	18.9  	0
71074  	358  	232  	358  	232  	31.5  	0
71074  	353  	230  	366  	237  	32.55  	3.3954
71074  	355  	228  	392  	240  	33.6  	8.5455
71074  	359  	229  	406  	243  	34.65  	10.3099
71074  	365  	232  	406  	244  	35.7  	9.3057
71074  	366  	230  	404  	244  	36.75  	8.8738
71074  	365  	230  	408  	246  	37.8  	10.185
71074  	363  	231  	405  	243  	38.85  	9.8896
71074  	365  	229  	405  	244  	39.9  	9.2949
71074  	369  	230  	406  	243  	40.95  	8.6381
71074  	371  	230  	393  	238  	42  	5.1396
71074  	371  	231  	377  	233  	43.05  	1.4393
2518  	147  	103  	147  	103  	11.55  	0
2518  	156  	102  	164  	99  	12.6  	1.9549
2518  	159  	99  	180  	88  	13.65  	5.7822
2518  	162  	102  	199  	82  	14.7  	9.8328
2518  	158  	100  	203  	75  	15.75  	11.9879
2518  	163  	97  	193  	82  	16.8  	7.6334
2518  	175  	94  	196  	82  	17.85  	5.6316
2518  	167  	95  	184  	86  	18.9  	4.7053
2518  	168  	96  	172  	94  	19.95  	1.4747
2518  	172  	99  	172  	99  	21  	0
51198  	131  	121  	131  	121  	13.65  	0
51198  	130  	121  	125  	116  	14.7  	2.1538
51198  	128  	119  	111  	103  	15.75  	6.4755
51198  	130  	118  	107  	99  	16.8  	7.4217
51198  	128  	118  	112  	100  	17.85  	6.0247
51198  	130  	121  	119  	108  	18.9  	5.3162
51198  	129  	116  	119  	104  	19.95  	3.7932
51198  	135  	119  	124  	108  	21  	3.7932
51198  	133  	118  	130  	114  	22.05  	1.6736
77237  	174  	221  	174  	221  	30.45  	0
77237  	176  	221  	167  	224  	31.5  	2.1538
77237  	172  	220  	166  	232  	32.55  	2.9976
77237  	179  	220  	159  	249  	33.6  	8.7457
77237  	171  	226  	153  	259  	34.65  	9.3283
77237  	172  	223  	154  	261  	35.7  	10.2063
77237  	178  	222  	154  	257  	36.75  	10.57
77237  	175  	221  	154  	254  	37.8  	10.158
77237  	173  	223  	154  	254  	38.85  	8.8964
77237  	173  	223  	153  	255  	39.9  	9.5272
77237  	172  	224  	160  	244  	40.95  	6.8109
77237  	177  	220  	166  	228  	42  	3.08
77237  	176  	223  	169  	231  	43.05  	2.7505
77237  	175  	225  	171  	228  	44.1  	1.1593
18932  	215  	269  	215  	269  	13.65  	0
18932  	214  	269  	205  	275  	14.7  	2.7505
18932  	214  	267  	199  	286  	15.75  	5.714
18932  	212  	268  	191  	298  	16.8  	8.5127
18932  	212  	271  	188  	299  	17.85  	9.1777
18932  	211  	269  	193  	291  	18.9  	7.4511
18932  	213  	269  	199  	283  	19.95  	4.8701
18932  	211  	270  	196  	285  	21  	5.0349
18932  	212  	269  	211  	271  	22.05  	0.5967
18932  	213  	266  	213  	266  	23.1  	0
60223  	213  	270  	213  	270  	22.05  	0
60223  	216  	268  	213  	270  	23.1  	0.7615
60223  	213  	271  	199  	280  	24.15  	4.5747
60223  	210  	269  	200  	284  	25.2  	5.0208
60223  	214  	270  	191  	287  	26.25  	6.9074
60223  	210  	274  	195  	286  	27.3  	5.302
60223  	212  	271  	197  	284  	28.35  	4.7536
60223  	207  	275  	202  	285  	29.4  	2.7505
60223  	205  	275  	198  	307  	30.45  	7.4076
60223  	208  	278  	199  	297  	31.5  	4.9866
60223  	202  	285  	200  	293  	32.55  	1.8725
60223  	205  	290  	205  	290  	33.6  	0
30624  	206  	255  	203  	257  	18.9  	0.878
30624  	204  	253  	201  	257  	19.95  	1.2758
30624  	205  	254  	203  	255  	21  	0.4802
30624  	205  	251  	190  	263  	22.05  	5.2538
30624  	203  	250  	186  	265  	23.1  	5.8987
30624  	203  	251  	187  	266  	24.15  	5.6998
30624  	202  	254  	178  	266  	25.2  	6.3448
30624  	204  	251  	168  	270  	26.25  	10.0074
30624  	205  	250  	157  	266  	27.3  	12.7096
30624  	205  	254  	152  	262  	28.35  	13.3546
30624  	206  	254  	185  	267  	29.4  	19.617
30624  	207  	254  	159  	266  	30.45  	11.7975
30624  	201  	256  	172  	269  	31.5  	7.6547
30624  	200  	257  	180  	269  	32.55  	6.0153
30624  	200  	259  	192  	268  	33.6  	2.9152
30624  	203  	260  	196  	267  	34.65  	2.0855
30624  	202  	261  	186  	271  	35.7  	4.7053
30624  	202  	263  	190  	271  	36.75  	3.6285
30624  	203  	263  	192  	266  	37.8  	2.7846
30624  	203  	262  	202  	263  	38.85  	0.2813
63504  	201  	259  	197  	260  	35.7  	0.878
63504  	203  	261  	188  	273  	36.75  	5.0208
63504  	202  	263  	190  	268  	37.8  	3.0318
63504  	201  	262  	195  	267  	38.85  	1.9549
81322  	153  	216  	153  	216  	16.8  	0
81322  	155  	214  	155  	238  	17.85  	4.7736
81322  	152  	209  	153  	244  	18.9  	7.0439
81322  	154  	218  	154  	255  	19.95  	7.3593
81322  	152  	217  	152  	262  	21  	8.9505
81322  	151  	216  	148  	264  	22.05  	10.4252
81322  	151  	216  	153  	262  	23.1  	9.8285
81322  	151  	214  	151  	256  	24.15  	8.3538
81322  	153  	216  	153  	239  	25.2  	4.5747
81322  	153  	218  	153  	233  	26.25  	2.9835
81322  	153  	219  	153  	220  	27.3  	0.1989
81322  	155  	218  	155  	218  	28.35  	0
5651  	151  	214  	149  	225  	25.2  	2.5857
5651  	153  	217  	150  	228  	26.25  	2.4351
5651  	152  	218  	145  	242  	27.3  	6.0494
5651  	152  	217  	145  	244  	28.35  	7.3734
5651  	154  	218  	147  	250  	29.4  	7.5241
5651  	155  	215  	152  	246  	30.45  	7.0439
5651  	156  	216  	151  	238  	31.5  	4.9853
5651  	156  	214  	156  	215  	32.55  	0.1989
26324  	213  	94  	213  	94  	23.1  	0
26324  	206  	92  	221  	87  	24.15  	3.745
26324  	207  	92  	227  	85  	25.2  	4.9042
26324  	209  	90  	237  	81  	26.25  	6.5747
26324  	208  	95  	245  	76  	27.3  	9.9733
26324  	210  	92  	246  	77  	28.35  	8.5229
26324  	209  	92  	239  	77  	29.4  	8.0995
26324  	215  	90  	236  	77  	30.45  	5.947
26324  	217  	87  	221  	82  	31.5  	1.6736
26324  	217  	89  	221  	86  	32.55  	1.3923
26324  	216  	86  	234  	78  	33.6  	4.7053
26324  	213  	87  	244  	75  	34.65  	7.6206
26324  	217  	90  	255  	75  	35.7  	9.7718
26324  	220  	89  	248  	75  	36.75  	7.5382
26324  	220  	86  	249  	77  	37.8  	7.3052
26324  	217  	91  	254  	77  	38.85  	8.9433
26324  	216  	89  	239  	81  	39.9  	5.8164
26324  	220  	89  	238  	81  	40.95  	4.4723
26324  	226  	88  	259  	75  	42  	7.7969
26324  	223  	87  	253  	74  	43.05  	7.5041
26324  	225  	87  	251  	73  	44.1  	6.4059
13646  	233  	279  	233  	279  	8.4  	0
13646  	230  	276  	233  	284  	9.45  	2.0714
13646  	232  	277  	238  	288  	10.5  	2.9152
13646  	235  	276  	239  	297  	11.55  	4.7395
13646  	234  	283  	243  	308  	12.6  	5.9082
13646  	235  	285  	246  	315  	13.65  	7.5723
13646  	235  	286  	249  	320  	14.7  	8.3112
13646  	238  	298  	251  	322  	15.75  	6.6602
13646  	239  	292  	247  	316  	16.8  	5.8987
13646  	238  	291  	246  	313  	17.85  	5.3844
13646  	236  	290  	249  	320  	18.9  	7.6662
13646  	237  	290  	253  	325  	19.95  	9.0599
13646  	233  	290  	255  	339  	21  	12.6072
13646  	234  	289  	258  	341  	22.05  	13.3815
13646  	234  	289  	256  	338  	23.1  	13.0861
13646  	234  	285  	248  	323  	24.15  	9.4107
13646  	232  	285  	244  	308  	25.2  	6.1459
13646  	236  	289  	243  	303  	26.25  	3.7108
13646  	236  	286  	242  	302  	27.3  	3.9908
13646  	236  	285  	239  	292  	28.35  	1.8725
13646  	236  	282  	236  	282  	29.4  	0
